,rname,Wsp_44m,Wdir_41m,ROT,yaw,pa,po,wsn,MyTB_mean,MyTB_stdev,MyTB_min,MyTB_max,MyTB_DEL3,MyTB_DEL6,MyTB_DEL9,MyTB_DEL12,MxTB_mean,MxTB_stdev,MxTB_min,MxTB_max,MxTB_DEL3,MxTB_DEL6,MxTB_DEL9,MxTB_DEL12,MzTT_mean,MzTT_stdev,MzTT_min,MzTT_max,MzTT_DEL3,MzTT_DEL6,MzTT_DEL9,MzTT_DEL12,Myaw_mean,Myaw_stdev,Myaw_min,Myaw_max,Myaw_DEL3,Myaw_DEL6,Myaw_DEL9,Myaw_DEL12,Mtilt_mean,Mtilt_stdev,Mtilt_min,Mtilt_max,Mtilt_DEL3,Mtilt_DEL6,Mtilt_DEL9,Mtilt_DEL12,MzR_mean,MzR_stdev,MzR_min,MzR_max,MzR_DEL3,MzR_DEL6,MzR_DEL9,MzR_DEL12,MyR_mean,MyR_stdev,MyR_min,MyR_max,MyR_DEL3,MyR_DEL6,MyR_DEL9,MyR_DEL12,MxR_mean,MxR_stdev,MxR_min,MxR_max,MxR_DEL3,MxR_DEL6,MxR_DEL9,MxR_DEL12,MyA1_mean,MyA1_stdev,MyA1_min,MyA1_max,MyA1_DEL3,MyA1_DEL6,MyA1_DEL9,MyA1_DEL12,MxA1_mean,MxA1_stdev,MxA1_min,MxA1_max,MxA1_DEL3,MxA1_DEL6,MxA1_DEL9,MxA1_DEL12,datetime,ws_bin
24159,201806221040,7.600,302.520,23.240,301.250,-1.700,242.420,7.880,-556.674,140.462,-1152.390,-11.173,193.279,392.144,542.579,645.397,1576.790,237.696,176.200,2436.970,333.987,754.594,1059.310,1268.250,29.463,10.368,-13.291,77.224,25.812,35.086,43.879,51.162,7.530,26.163,-99.790,118.397,61.121,84.256,106.484,124.497,-115.308,25.648,-225.064,-22.974,61.945,85.168,105.357,121.126,120.596,29.719,21.585,196.285,25.199,58.762,82.359,98.451,-11.908,83.974,-208.187,197.634,183.424,222.111,242.457,258.223,14.253,85.434,-161.024,214.132,186.019,225.290,245.506,260.152,37.168,102.050,-139.196,230.221,213.184,250.713,265.476,273.985,-248.556,40.066,-364.569,-36.563,60.300,114.056,156.181,185.622,2018-06-22 10:40:00,"[7, 8)"
24160,201806221050,8.080,307.940,22.180,309.000,-1.630,258.900,7.180,-326.317,150.627,-782.189,8.887,169.609,275.777,377.108,449.306,1674.260,266.815,793.092,2332.330,245.512,540.527,752.748,895.068,29.140,10.417,-21.260,67.165,25.074,34.098,42.854,50.025,2.548,26.749,-97.171,123.370,59.775,83.704,106.705,124.994,-118.411,26.422,-218.009,15.358,59.924,85.047,111.775,132.542,131.384,21.851,66.517,205.220,18.830,44.464,63.662,76.992,-12.029,86.192,-206.972,191.434,186.727,228.282,250.302,267.062,11.732,87.922,-180.558,216.473,188.402,229.744,250.928,266.555,34.011,102.033,-136.330,221.605,209.329,247.849,262.867,271.343,-243.924,48.956,-375.071,-80.796,56.583,104.735,143.921,170.695,2018-06-22 10:50:00,"[8, 9)"
24161,201806221100,7.960,304.170,22.240,305.750,-1.430,265.960,7.080,-413.620,155.621,-932.356,-94.845,173.257,301.268,412.266,489.543,1633.040,394.253,716.315,3056.330,322.377,777.815,1098.800,1316.070,26.497,12.232,-24.856,90.825,32.477,46.829,59.118,68.353,3.193,31.823,-149.327,125.900,76.151,112.520,141.967,163.426,-112.952,30.748,-270.561,48.628,79.538,117.879,151.665,178.854,132.793,34.220,45.041,281.479,29.374,76.620,109.886,132.254,-11.806,84.464,-207.665,252.661,187.275,232.163,259.909,283.993,11.376,85.580,-200.019,274.383,188.432,233.450,261.771,287.235,34.747,102.665,-183.010,218.336,211.812,251.304,267.408,277.371,-241.866,65.639,-466.613,-91.021,71.574,132.758,180.672,213.871,2018-06-22 11:00:00,"[7, 8)"
24162,201806221110,6.970,308.660,21.800,307.550,-1.280,185.830,6.810,-298.525,135.527,-714.362,-5.132,146.701,239.614,327.929,394.284,1352.890,290.968,502.911,2047.830,281.536,560.252,761.787,900.020,27.327,11.647,-13.538,69.190,28.558,37.232,44.552,50.226,9.050,28.931,-94.537,112.478,68.108,91.374,111.172,126.275,-117.019,27.603,-232.100,-6.707,65.734,89.488,111.275,128.897,100.806,27.325,13.656,168.368,21.680,50.774,72.100,86.642,-11.190,86.433,-207.769,197.657,187.068,229.035,250.219,265.744,11.326,87.468,-178.677,203.305,188.270,230.187,250.552,264.491,47.327,101.886,-132.811,221.315,206.923,245.801,261.003,269.561,-199.628,48.590,-335.744,-58.404,61.047,104.535,138.408,161.651,2018-06-22 11:10:00,"[6, 7)"
24163,201806221120,7.620,296.540,21.790,300.930,-1.560,251.520,6.990,-554.901,179.405,-1044.570,-103.852,149.121,301.166,431.744,522.357,1534.080,247.758,922.703,2112.940,208.599,436.465,598.104,704.689,31.197,9.739,-13.407,64.646,22.959,32.603,40.684,46.842,8.956,24.195,-76.996,126.864,55.765,83.207,105.007,120.609,-119.593,20.985,-198.669,-9.601,54.641,77.663,96.941,111.638,129.823,26.500,55.660,213.072,21.064,52.190,73.753,88.287,-12.124,86.246,-184.380,168.088,183.312,220.972,238.119,249.535,10.455,87.832,-184.527,192.511,185.024,223.166,240.629,252.468,35.635,101.193,-155.881,202.096,204.902,243.270,258.213,266.641,-234.307,43.361,-354.594,-107.450,48.332,85.395,115.624,137.955,2018-06-22 11:20:00,"[7, 8)"
24164,201806221130,7.390,290.710,21.880,297.280,-1.540,232.050,6.960,-625.385,161.250,-1150.760,-256.380,155.950,304.249,420.711,501.995,1441.930,258.431,790.306,2116.450,240.327,484.320,656.013,770.463,37.481,9.514,-1.544,68.930,23.126,30.917,37.669,42.964,8.919,24.023,-69.735,113.672,54.919,75.943,94.436,108.753,-116.941,21.972,-219.341,-25.061,57.458,81.240,100.949,115.850,120.657,25.772,65.625,220.693,20.809,52.271,73.989,88.404,-11.848,84.570,-216.046,175.374,182.374,221.491,241.338,256.352,11.137,86.014,-176.366,214.005,182.673,222.178,242.376,257.786,39.089,101.487,-142.204,209.578,204.746,242.887,257.662,265.921,-225.885,44.090,-357.947,-111.541,52.431,94.618,125.856,146.820,2018-06-22 11:30:00,"[7, 8)"
24165,201806221140,8.270,286.740,23.950,288.320,-1.790,321.870,7.990,-1098.670,247.181,-1657.030,-457.087,215.344,437.397,603.870,713.311,1648.270,334.992,833.750,2388.160,262.488,565.284,784.482,926.617,40.614,10.655,-7.852,79.431,27.724,36.147,43.886,50.348,1.741,26.187,-98.430,105.678,63.300,83.439,101.896,117.153,-116.782,28.241,-227.297,12.464,64.319,91.356,117.278,137.059,147.830,38.417,55.589,228.203,23.326,57.628,81.261,97.099,-12.715,85.064,-225.535,164.020,188.293,226.795,246.804,261.747,14.677,86.671,-196.891,209.874,189.888,228.524,249.004,264.934,25.741,103.473,-182.612,201.977,219.416,256.981,272.021,280.965,-291.676,61.487,-470.726,-116.770,59.790,117.602,165.031,197.896,2018-06-22 11:40:00,"[8, 9)"
24166,201806221150,8.070,286.330,21.980,288.320,-1.570,289.440,7.030,-957.585,241.416,-1646.290,-432.537,191.489,394.744,561.777,676.887,1488.120,309.941,770.595,2442.640,237.664,534.645,768.630,929.378,44.400,10.111,5.528,81.636,26.680,35.098,41.683,46.515,-4.046,25.198,-105.030,72.891,63.603,84.141,100.039,111.636,-116.124,24.623,-188.364,27.592,62.512,86.172,108.559,126.359,144.455,28.340,72.146,224.952,22.120,50.467,70.845,85.117,-12.444,84.314,-176.482,169.954,181.249,218.828,236.152,247.729,10.413,85.853,-165.109,186.953,182.837,220.265,237.086,248.043,29.821,103.464,-179.776,209.050,213.413,253.897,270.396,280.328,-251.284,62.877,-430.605,-106.751,55.841,106.462,150.181,180.743,2018-06-22 11:50:00,"[8, 9)"
24167,201806221200,8.490,288.640,24.950,288.840,-1.840,351.680,8.610,-1168.750,251.992,-1869.300,514.746,349.517,802.156,1121.800,1340.070,1800.150,317.406,-424.489,2591.350,436.579,1020.400,1430.140,1707.290,41.059,12.061,-3.933,87.918,32.544,41.909,49.813,55.913,10.316,30.219,-110.113,122.963,74.464,99.257,121.280,138.259,-119.702,29.243,-230.601,-8.213,75.492,100.608,121.140,136.552,154.984,36.400,49.213,257.276,29.084,69.020,97.240,116.598,-13.099,87.592,-204.537,207.079,196.915,235.844,256.528,272.462,17.011,89.835,-185.031,219.257,201.482,241.063,261.927,277.756,22.072,102.376,-183.390,221.878,226.252,264.447,280.837,291.529,-316.730,55.555,-451.937,-65.370,73.736,138.502,187.183,220.648,2018-06-22 12:00:00,"[8, 9)"
24168,201806221210,8.080,293.880,22.660,293.460,-1.710,285.890,7.410,-830.625,194.409,-1382.260,-428.542,172.867,327.161,449.130,535.441,1616.680,221.133,1000.720,2281.040,233.522,447.815,608.903,721.992,45.664,9.937,4.737,82.948,24.886,32.785,40.107,46.044,2.773,27.029,-101.413,103.402,58.753,80.780,101.860,118.596,-118.418,23.292,-210.117,-21.308,60.106,81.351,100.063,114.287,141.107,25.865,75.199,227.233,19.868,47.992,69.478,84.288,-12.187,85.888,-186.802,179.505,185.426,222.603,239.968,251.879,11.736,87.413,-171.057,203.599,187.994,225.624,243.294,255.734,29.554,102.075,-138.923,212.521,210.677,248.646,263.398,271.637,-259.405,41.324,-373.067,-122.881,52.676,92.729,124.742,146.499,2018-06-22 12:10:00,"[8, 9)"
24169,201806221220,7.930,288.150,23.120,294.250,-1.740,281.460,7.710,-842.295,211.248,-1421.230,-330.028,191.538,355.043,499.878,604.970,1643.000,289.534,834.472,2466.170,269.637,549.787,762.272,912.111,43.169,11.649,-6.413,89.346,29.163,40.239,50.256,57.879,5.151,29.994,-105.773,132.757,67.871,97.932,124.490,143.950,-118.019,26.596,-241.319,-8.685,66.540,93.333,118.429,137.429,135.888,27.851,64.853,199.549,20.903,46.202,64.393,76.789,-12.563,86.417,-208.304,185.772,190.651,231.544,253.260,269.559,13.274,88.094,-177.136,241.316,192.490,233.493,255.486,272.615,30.834,102.212,-164.354,205.834,213.311,251.238,266.352,275.201,-265.513,52.678,-438.132,-116.132,63.740,111.430,150.780,179.859,2018-06-22 12:20:00,"[7, 8)"
24170,201806221230,7.570,292.360,22.500,291.510,-1.610,243.920,7.320,-824.420,203.024,-1306.970,-354.276,173.999,325.464,444.860,531.462,1442.540,197.788,875.750,2020.890,220.930,426.302,568.577,664.488,41.475,9.809,5.633,87.672,24.468,32.823,41.151,47.892,2.318,24.389,-119.699,95.843,57.062,81.347,105.468,123.965,-121.332,22.198,-219.662,-32.803,56.888,75.918,93.291,107.562,122.716,17.076,84.801,178.878,17.315,33.870,45.208,53.242,-11.828,87.428,-183.221,184.131,187.763,225.785,243.986,256.956,11.915,88.823,-188.197,224.491,189.323,228.014,247.358,262.439,36.368,102.218,-137.724,201.668,209.643,247.463,261.975,269.922,-239.007,44.360,-351.575,-132.612,49.636,84.377,111.038,129.273,2018-06-22 12:30:00,"[7, 8)"
24171,201806221240,7.680,291.220,22.360,296.500,-1.580,255.470,7.170,-711.683,147.883,-1207.850,-382.505,163.494,276.350,380.319,458.199,1561.240,239.219,983.588,2207.260,231.945,426.482,576.400,685.261,40.591,10.103,3.685,78.145,23.970,31.999,38.876,44.105,7.694,27.015,-94.391,92.654,55.793,77.249,96.271,110.649,-117.796,24.898,-197.694,-0.788,58.819,80.059,99.412,114.937,129.079,19.388,79.653,186.196,17.477,37.595,51.387,60.679,-11.972,85.809,-177.622,176.618,184.706,223.519,241.767,253.900,11.772,87.408,-169.531,195.637,187.507,226.505,244.800,257.069,34.314,101.405,-143.930,203.816,208.678,247.109,262.310,271.018,-243.648,46.841,-378.102,-121.016,52.631,88.038,119.573,143.179,2018-06-22 12:40:00,"[7, 8)"
24172,201806221250,7.990,282.950,23.200,283.480,-1.620,289.980,7.500,-1141.340,231.406,-1645.060,-502.602,221.508,426.863,574.980,673.807,1442.460,264.998,679.578,2034.510,248.373,485.536,661.264,781.416,35.468,13.380,-11.864,91.501,30.226,41.837,52.775,61.096,3.195,32.109,-138.782,118.630,68.823,99.287,127.605,148.950,-114.775,33.974,-293.120,12.994,71.302,110.220,147.777,175.193,139.164,27.999,77.740,218.170,23.522,50.013,67.650,79.696,-11.967,86.068,-254.081,241.065,192.260,244.720,282.997,314.715,12.894,87.475,-241.657,260.629,194.204,245.835,283.060,314.376,29.873,103.089,-155.121,204.926,215.834,254.135,269.314,278.027,-266.864,56.309,-383.969,-103.898,65.766,106.238,138.883,162.570,2018-06-22 12:50:00,"[7, 8)"
24173,201806221300,9.150,284.760,24.530,285.720,-1.900,422.210,8.510,-1381.110,286.930,-2088.630,-671.497,239.631,480.620,667.224,795.861,1881.690,259.739,1072.440,2756.660,286.102,578.701,801.878,954.416,35.644,14.108,-41.481,81.636,32.016,45.144,58.685,69.297,5.116,30.533,-111.698,132.478,72.528,101.326,126.711,145.570,-117.631,34.419,-228.158,8.229,72.185,98.532,122.160,140.151,185.983,33.321,78.878,306.659,31.300,75.609,105.959,127.023,-13.614,87.044,-225.696,172.103,195.949,237.355,258.839,274.003,14.822,89.437,-180.939,219.787,201.068,243.113,264.801,280.190,10.203,102.118,-196.378,195.331,220.539,258.001,273.718,283.793,-338.680,53.168,-481.694,-140.266,68.057,119.783,162.868,193.083,2018-06-22 13:00:00,"[9, 10)"
24174,201806221310,8.910,284.640,25.120,283.940,-1.930,407.140,8.670,-1441.180,227.844,-1935.080,-460.767,240.800,512.535,706.927,838.374,1831.540,267.790,761.308,2435.420,263.252,551.269,776.797,933.925,33.848,11.578,-16.951,79.041,29.148,38.662,48.093,55.595,6.587,28.091,-105.769,111.866,66.760,89.824,112.156,129.576,-120.148,27.044,-213.016,-2.945,65.737,86.847,106.400,122.308,175.836,33.245,84.726,270.551,26.090,62.825,88.445,105.654,-13.448,87.094,-179.481,192.655,193.912,229.360,245.789,256.923,16.651,89.199,-172.517,191.897,197.818,234.006,250.963,262.553,12.735,102.514,-179.301,206.706,226.508,263.419,278.272,287.151,-342.084,50.374,-458.936,-154.631,61.094,109.878,147.827,173.918,2018-06-22 13:10:00,"[8, 9)"
24175,201806221320,7.800,290.530,24.390,288.500,-1.820,274.090,8.230,-1012.820,232.415,-1592.590,-437.233,210.622,415.300,571.556,676.650,1565.370,277.086,822.296,2443.780,271.376,567.441,783.867,928.579,35.607,10.904,-4.387,89.437,27.201,36.883,46.481,54.212,14.385,27.162,-111.112,107.291,61.295,86.774,109.722,127.281,-119.150,24.703,-237.928,-2.436,64.552,90.237,115.030,134.373,126.764,32.041,65.913,217.156,21.789,50.503,70.770,84.712,-11.900,86.757,-208.461,202.191,191.096,227.966,247.006,262.095,16.257,88.428,-175.241,209.232,194.875,232.382,251.366,265.593,31.754,101.459,-164.111,204.992,216.590,252.859,267.189,275.487,-277.894,51.205,-421.802,-119.074,56.738,106.049,146.283,173.946,2018-06-22 13:20:00,"[7, 8)"
24176,201806221330,8.560,295.370,24.800,294.700,-1.900,371.630,8.820,-972.867,198.488,-1406.720,-11.777,240.298,478.583,662.648,788.655,1983.620,425.928,427.477,2810.940,332.215,769.890,1095.810,1323.480,35.557,11.122,-11.876,79.859,29.314,37.386,45.254,52.255,15.261,28.873,-96.892,135.113,67.866,89.327,111.476,130.636,-123.779,28.423,-232.279,-3.286,69.034,94.043,118.142,136.609,162.631,42.136,79.451,258.531,25.976,62.260,87.444,104.146,-13.091,90.236,-230.253,176.806,201.628,240.528,259.962,274.013,16.280,92.830,-180.683,222.810,207.076,247.968,268.881,283.932,17.657,101.129,-185.063,207.139,218.755,255.038,269.759,278.722,-324.041,68.969,-464.281,-97.259,66.975,127.683,174.251,206.664,2018-06-22 13:30:00,"[8, 9)"
24177,201806221340,9.030,292.700,24.910,296.160,-1.890,412.830,8.490,-997.613,163.444,-1406.720,-515.289,205.752,331.390,440.040,517.573,2117.610,278.436,1276.760,2741.290,269.224,521.507,709.747,839.133,39.279,11.568,-1.856,81.779,29.065,37.696,44.977,50.622,-2.545,29.869,-114.303,101.761,68.407,93.371,114.701,130.687,-112.779,28.788,-209.371,28.846,70.606,98.766,123.345,141.698,179.653,29.650,101.956,252.822,23.329,53.730,74.595,88.584,-13.444,82.628,-185.328,170.457,184.777,220.091,237.484,249.711,15.649,84.817,-150.082,204.384,187.174,222.699,240.047,252.075,11.370,103.793,-182.944,200.416,227.858,266.227,282.268,292.152,-339.959,47.842,-451.570,-184.944,60.583,99.842,133.285,157.204,2018-06-22 13:40:00,"[9, 10)"
24178,201806221350,8.090,290.180,22.210,295.150,-1.720,292.860,7.250,-783.498,148.251,-1205.700,-423.228,160.765,289.711,387.290,454.056,1632.470,239.728,1022.800,2402.610,245.739,491.831,673.596,798.073,34.399,11.460,-8.592,78.288,26.497,35.902,44.494,51.189,4.482,30.208,-99.153,115.663,63.579,90.782,113.799,130.521,-113.837,25.950,-223.456,-23.694,61.470,84.728,105.616,121.153,147.206,33.568,75.304,238.824,22.535,53.922,76.576,91.890,-12.353,83.785,-220.006,182.742,183.960,225.159,246.819,263.162,10.537,85.334,-166.813,211.577,184.719,224.952,244.753,258.553,26.066,102.184,-163.393,206.706,209.906,248.927,264.460,273.478,-256.132,39.535,-422.502,-137.685,58.949,103.169,139.919,165.616,2018-06-22 13:50:00,"[8, 9)"
24179,201806221400,8.800,286.140,24.210,284.610,-1.720,394.730,8.330,-1335.720,347.272,-2180.590,-303.337,262.650,597.087,859.550,1041.410,1759.870,476.385,448.012,2765.330,324.497,740.360,1061.410,1285.420,28.825,12.680,-17.029,78.898,33.711,43.837,52.713,59.575,5.832,31.631,-117.591,132.992,78.832,106.886,131.460,150.014,-116.710,32.850,-233.379,19.361,78.424,107.046,131.732,150.255,173.898,48.172,66.759,273.058,26.657,65.601,94.505,114.455,-13.344,86.588,-211.173,209.714,195.545,237.156,259.764,277.139,14.188,88.648,-197.932,219.474,198.795,241.058,264.023,281.577,14.448,103.432,-197.369,222.109,222.991,261.754,278.171,288.780,-320.080,89.166,-467.018,-94.618,69.978,122.741,171.199,206.669,2018-06-22 14:00:00,"[8, 9)"
24180,201806221410,9.430,288.130,25.330,287.340,-1.910,454.330,8.910,-1415.670,232.823,-1860.500,-747.919,245.081,435.326,576.163,671.197,2020.560,272.553,1164.490,2892.470,302.749,599.081,817.531,971.064,28.102,14.107,-24.220,88.411,35.673,45.660,56.064,64.771,4.344,36.297,-152.535,162.253,82.681,114.753,149.785,177.359,-111.885,34.196,-222.648,107.913,84.677,119.829,156.870,185.923,193.594,35.534,116.831,311.698,27.375,63.661,90.018,108.417,-13.848,84.079,-192.150,168.328,192.989,230.452,249.024,261.731,16.347,86.579,-193.844,206.614,198.563,237.472,257.635,272.470,5.605,102.525,-213.265,205.169,231.100,269.350,285.528,295.831,-358.688,49.172,-493.972,-214.668,73.778,113.824,145.411,168.059,2018-06-22 14:10:00,"[9, 10)"
24181,201806221420,9.950,284.890,25.530,289.610,-1.770,531.860,8.790,-1443.650,202.798,-2066.530,-815.745,236.655,420.536,581.651,697.261,2240.490,270.927,1444.970,2849.740,284.977,542.385,723.235,840.979,31.273,13.138,-10.669,81.208,33.210,42.631,50.956,57.299,-11.789,31.887,-139.960,100.789,77.561,104.417,128.477,146.503,-106.213,30.973,-212.621,45.158,79.082,105.528,129.817,149.448,222.374,34.417,140.575,323.453,28.450,63.725,87.321,103.504,-14.254,79.401,-200.112,180.007,182.436,218.044,236.848,251.057,14.986,81.635,-161.531,217.008,186.148,221.964,240.624,254.621,-2.990,105.095,-205.444,184.010,237.309,275.607,291.121,300.319,-384.097,41.753,-504.269,-234.134,70.435,109.298,139.555,161.002,2018-06-22 14:20:00,"[9, 10)"
24182,201806221430,9.620,278.250,25.480,281.970,-1.700,502.590,9.000,-1674.440,271.816,-2420.790,-871.188,267.125,535.589,736.822,876.500,1939.870,312.013,958.821,2687.220,308.531,597.462,820.673,976.072,19.796,17.291,-44.310,78.393,40.082,51.204,61.894,70.747,-13.395,38.691,-175.619,123.414,90.504,122.463,153.345,177.200,-104.220,35.905,-239.566,24.058,94.172,121.460,144.537,162.023,211.332,47.462,94.933,315.737,33.819,77.242,106.394,125.989,-14.083,80.983,-224.323,196.563,192.063,234.101,258.379,276.931,14.546,82.822,-182.794,243.836,194.104,235.911,260.098,279.236,1.589,106.599,-232.027,210.973,242.925,283.708,301.718,313.795,-370.567,53.363,-532.078,-188.230,82.997,129.197,169.635,199.314,2018-06-22 14:30:00,"[9, 10)"
24183,201806221440,9.240,270.410,25.120,273.830,-1.720,471.510,8.990,-1866.530,296.427,-2612.490,-1088.170,321.509,592.739,783.113,909.383,1627.490,266.950,858.929,2373.400,308.203,522.287,706.256,844.012,-2.274,18.012,-71.566,58.248,41.320,56.071,68.783,78.398,-0.344,41.596,-138.290,155.381,88.684,123.044,152.285,174.552,-108.184,38.282,-266.341,36.491,95.565,133.478,164.078,185.729,201.615,40.178,118.511,295.925,30.780,66.132,88.936,103.952,-13.171,84.242,-244.543,198.851,198.982,245.649,273.065,293.853,14.857,86.077,-251.262,245.697,201.731,248.735,278.002,302.471,4.866,104.142,-194.461,197.877,234.891,274.049,290.347,300.299,-356.811,57.534,-495.310,-171.594,85.034,129.700,165.576,191.437,2018-06-22 14:40:00,"[9, 10)"
24185,201806221500,8.490,264.240,24.780,263.140,-1.760,373.300,8.640,-1852.230,447.636,-2772.380,350.355,436.947,1061.220,1505.890,1799.160,1102.280,292.304,253.905,1861.560,274.800,530.142,743.003,894.061,-23.941,21.729,-100.938,53.940,42.873,61.180,78.715,91.720,0.340,45.212,-157.224,157.115,95.895,135.816,171.018,196.113,-113.827,41.008,-287.596,48.425,100.536,140.525,174.418,198.952,164.742,49.393,56.605,304.263,33.535,80.745,114.530,137.876,-12.818,89.345,-288.630,221.021,208.356,258.991,290.670,316.276,15.296,91.116,-225.161,273.241,213.720,264.891,295.709,319.803,16.867,104.814,-201.030,239.667,233.205,273.977,292.042,304.104,-317.923,73.325,-496.231,-47.670,93.379,157.390,213.351,253.533,2018-06-22 15:00:00,"[8, 9)"
24186,201806221510,9.090,275.840,25.620,274.520,-1.690,426.520,9.690,-1733.940,422.529,-3612.350,870.947,661.896,1536.480,2137.830,2542.890,1595.140,333.122,-163.101,2383.820,421.945,855.290,1186.430,1421.140,-2.301,20.244,-76.759,68.282,40.588,54.878,69.582,81.707,5.646,39.796,-137.476,127.573,88.535,115.658,138.646,156.561,-113.174,39.661,-266.897,46.453,93.945,128.055,158.226,181.712,181.518,47.032,66.232,295.594,36.706,80.638,109.955,130.105,-13.342,87.100,-221.446,241.400,203.793,250.596,278.297,299.618,16.684,89.188,-217.399,248.495,209.266,256.970,284.417,304.838,10.463,103.593,-200.543,230.239,231.128,270.149,287.594,299.306,-347.479,63.697,-516.341,-89.205,92.337,158.777,208.402,243.463,2018-06-22 15:10:00,"[9, 10)"
24187,201806221520,9.530,277.850,24.660,276.760,-1.780,480.050,8.510,-1721.030,310.130,-2541.700,-796.921,290.608,592.244,817.337,976.430,1764.800,351.082,987.406,2783.280,297.281,619.623,858.121,1019.650,1.562,18.810,-70.087,61.260,37.867,51.789,64.728,75.072,0.641,36.681,-146.487,157.348,84.221,119.781,151.647,176.300,-119.309,35.081,-252.891,5.546,83.792,112.491,137.484,156.555,208.194,36.651,127.319,324.618,31.887,70.865,97.551,115.568,-13.745,89.480,-228.643,193.645,204.680,249.053,273.276,291.209,13.226,91.875,-201.334,256.514,209.286,255.132,280.286,298.990,0.755,102.769,-198.876,193.290,228.907,267.595,283.543,293.303,-354.024,61.125,-502.981,-177.417,76.472,127.687,168.844,196.711,2018-06-22 15:20:00,"[9, 10)"
24188,201806221530,9.290,278.400,24.930,279.580,-1.740,440.040,8.770,-1588.480,338.765,-2451.370,387.069,415.312,974.377,1374.150,1639.780,1767.900,387.536,-116.974,2690.420,382.838,902.980,1295.890,1563.780,5.385,21.632,-87.984,91.371,46.710,66.068,85.984,101.410,4.715,49.286,-196.326,207.646,106.779,156.163,202.226,236.935,-115.239,40.722,-278.836,47.600,101.623,136.070,168.832,194.211,190.305,53.280,61.134,326.020,36.250,86.043,122.266,147.364,-13.174,91.014,-251.160,216.414,215.652,264.809,292.954,313.946,14.401,93.410,-230.975,287.536,219.735,270.463,301.303,326.503,7.257,103.667,-218.695,217.725,232.538,273.304,291.880,304.605,-340.849,70.496,-505.540,-62.806,96.052,159.508,214.014,253.205,2018-06-22 15:30:00,"[9, 10)"
24189,201806221540,10.250,285.170,25.840,282.140,-1.480,578.120,9.570,-1760.840,206.995,-2387.640,-933.481,279.832,516.194,706.804,836.979,2147.940,287.553,916.202,2866.250,306.755,637.969,902.760,1086.750,7.358,16.356,-57.821,79.262,39.475,51.989,65.574,77.033,13.253,36.388,-120.969,133.561,88.027,115.325,138.981,156.456,-116.806,33.397,-230.276,19.398,84.596,109.122,131.981,149.978,238.349,42.455,121.334,339.760,32.922,76.280,105.021,124.296,-14.495,87.361,-239.779,197.642,203.191,244.384,267.422,285.456,14.250,90.632,-186.045,221.134,209.375,250.321,271.663,286.978,-7.965,100.420,-216.167,197.942,235.768,274.779,291.838,302.945,-394.599,43.021,-524.007,-230.553,74.763,111.339,144.552,169.132,2018-06-22 15:40:00,"[10, 11)"
24190,201806221550,9.650,280.740,25.370,285.350,-1.810,512.240,8.790,-1593.860,191.073,-2050.160,-886.634,245.043,442.127,598.598,703.665,2106.900,236.576,1182.850,2736.540,292.957,561.256,771.382,912.858,20.889,15.886,-51.618,80.598,38.183,52.381,66.477,77.198,-4.863,42.448,-164.299,162.722,88.603,126.767,161.672,187.956,-107.459,34.788,-220.487,23.936,89.090,115.435,137.660,154.180,216.697,30.491,130.775,302.410,28.004,61.180,84.499,100.091,-14.298,82.967,-218.370,210.059,195.309,238.506,264.051,283.712,14.882,85.287,-197.079,220.419,199.439,241.868,265.017,281.863,-2.999,104.113,-208.512,191.290,234.855,274.166,290.940,301.500,-373.933,47.113,-509.397,-192.364,79.902,122.697,161.072,188.848,2018-06-22 15:50:00,"[9, 10)"
24191,201806221600,11.190,286.180,26.100,285.350,-0.950,697.890,9.900,-1804.990,114.708,-2167.400,-1265.230,216.353,349.267,458.030,533.208,2431.560,152.399,1776.220,2867.190,243.793,392.776,520.437,614.670,19.395,12.802,-42.844,72.785,35.930,46.742,57.677,66.563,-0.260,32.238,-129.194,139.644,85.682,113.873,139.448,159.371,-116.525,31.443,-239.554,35.483,85.014,113.512,139.783,160.821,283.204,30.168,191.205,353.883,25.513,54.951,76.049,90.931,-14.971,85.742,-209.283,203.397,197.055,233.626,253.081,268.537,12.584,88.726,-205.403,215.055,202.175,238.387,256.513,270.445,-17.832,102.268,-206.151,166.832,239.499,276.774,291.567,300.081,-422.987,28.913,-510.990,-304.389,67.268,92.821,111.417,125.238,2018-06-22 16:00:00,"[11, 12)"
24192,201806221610,10.690,285.390,25.930,287.640,-1.250,641.930,9.380,-1671.420,201.479,-2186.630,-985.958,223.066,408.854,575.290,687.560,2399.200,229.091,1311.850,2924.860,262.630,549.155,777.209,928.568,23.784,12.826,-23.608,73.019,32.612,43.982,54.064,61.365,1.999,32.091,-141.191,134.753,75.690,106.315,135.734,158.377,-115.145,28.964,-201.408,43.131,74.686,100.651,125.379,144.506,263.989,37.945,145.878,341.998,26.797,66.026,93.795,112.157,-14.563,84.336,-204.013,172.531,192.300,227.240,244.392,256.686,13.425,87.332,-167.431,212.002,197.457,232.531,249.371,261.276,-13.717,102.107,-207.296,170.861,238.044,275.580,290.596,299.302,-410.075,36.845,-511.185,-240.950,64.773,99.410,131.835,156.063,2018-06-22 16:10:00,"[10, 11)"
